scenario	maximum_symptom_onset_time	susceptible_population_proportion	antiviral_coverage_time	antiviral_success_rate	hospital_success_without_antiviral	hospital_success_with_antiviral	hospital_beds_per_person	antiviral_doses_per_person	hospital_stay_duration_min	hospital_stay_duration_max	region	pop_size	deaths	deaths_in_home	deaths_in_hospital	per_capita_deaths	per_capita_deaths_in_home	per_capita_deaths_in_hospital
519	120.0	0.5	10.0	0.8	5.0	0.75	0.003	0.1	5.0	10.0	Region_0	387	9	2	7	0.023255813953488372	0.00516795865633075	0.01808785529715762
519	120.0	0.5	10.0	0.8	5.0	0.75	0.003	0.1	5.0	10.0	Region_1	823	171	169	2	0.2077764277035237	0.20534629404617255	0.002430133657351154
518	60.0	0.5	10.0	0.8	5.0	0.75	0.003	0.1	5.0	10.0	Region_2	2825	1210	1208	2	0.4283185840707965	0.42761061946902656	7.079646017699115E-4
519	120.0	0.5	10.0	0.8	5.0	0.75	0.003	0.1	5.0	10.0	Region_2	2825	1171	1169	2	0.4145132743362832	0.4138053097345133	7.079646017699115E-4
517	120.0	0.25	10.0	0.8	5.0	0.75	0.003	0.1	5.0	10.0	Region_0	387	5	0	5	0.012919896640826873	0.0	0.012919896640826873
518	60.0	0.5	10.0	0.8	5.0	0.75	0.003	0.1	5.0	10.0	Region_3	2902	1253	1253	0	0.4317711922811854	0.4317711922811854	0.0
517	120.0	0.25	10.0	0.8	5.0	0.75	0.003	0.1	5.0	10.0	Region_1	823	17	10	7	0.020656136087484813	0.012150668286755772	0.00850546780072904
519	120.0	0.5	10.0	0.8	5.0	0.75	0.003	0.1	5.0	10.0	Region_3	2902	1206	1205	1	0.41557546519641625	0.41523087525844243	3.4458993797381116E-4
517	120.0	0.25	10.0	0.8	5.0	0.75	0.003	0.1	5.0	10.0	Region_2	2825	416	411	5	0.14725663716814158	0.14548672566371681	0.0017699115044247787
518	60.0	0.5	10.0	0.8	5.0	0.75	0.003	0.1	5.0	10.0	Region_4	3063	1360	1360	0	0.4440091413646752	0.4440091413646752	0.0
519	120.0	0.5	10.0	0.8	5.0	0.75	0.003	0.1	5.0	10.0	Region_4	3063	1313	1311	2	0.4286647078028077	0.42801175318315376	6.52954619653934E-4
517	120.0	0.25	10.0	0.8	5.0	0.75	0.003	0.1	5.0	10.0	Region_3	2902	493	487	6	0.1698828394210889	0.16781529979324603	0.002067539627842867
517	120.0	0.25	10.0	0.8	5.0	0.75	0.003	0.1	5.0	10.0	Region_4	3063	547	543	4	0.17858308847535095	0.1772771792360431	0.001305909239307868
521	120.0	0.75	10.0	0.8	5.0	0.75	0.003	0.1	5.0	10.0	Region_0	387	73	65	8	0.18863049095607234	0.16795865633074936	0.020671834625323
521	120.0	0.75	10.0	0.8	5.0	0.75	0.003	0.1	5.0	10.0	Region_1	823	382	380	2	0.4641555285540705	0.4617253948967193	0.002430133657351154
521	120.0	0.75	10.0	0.8	5.0	0.75	0.003	0.1	5.0	10.0	Region_2	2825	1859	1859	0	0.6580530973451327	0.6580530973451327	0.0
521	120.0	0.75	10.0	0.8	5.0	0.75	0.003	0.1	5.0	10.0	Region_3	2902	1915	1915	0	0.6598897312198484	0.6598897312198484	0.0
522	60.0	0.25	15.0	0.8	5.0	0.75	0.003	0.1	5.0	10.0	Region_0	387	5	1	4	0.012919896640826873	0.002583979328165375	0.0103359173126615
522	60.0	0.25	15.0	0.8	5.0	0.75	0.003	0.1	5.0	10.0	Region_1	823	24	18	6	0.02916160388821385	0.02187120291616039	0.007290400972053463
520	60.0	0.75	10.0	0.8	5.0	0.75	0.003	0.1	5.0	10.0	Region_0	387	93	89	4	0.24031007751937986	0.22997416020671835	0.0103359173126615
521	120.0	0.75	10.0	0.8	5.0	0.75	0.003	0.1	5.0	10.0	Region_4	3063	2103	2102	1	0.6865817825661117	0.6862553052562846	3.26477309826967E-4
520	60.0	0.75	10.0	0.8	5.0	0.75	0.003	0.1	5.0	10.0	Region_1	823	425	425	0	0.5164034021871203	0.5164034021871203	0.0
522	60.0	0.25	15.0	0.8	5.0	0.75	0.003	0.1	5.0	10.0	Region_2	2825	452	451	1	0.16	0.15964601769911504	3.5398230088495576E-4
522	60.0	0.25	15.0	0.8	5.0	0.75	0.003	0.1	5.0	10.0	Region_3	2902	530	530	0	0.18263266712611992	0.18263266712611992	0.0
522	60.0	0.25	15.0	0.8	5.0	0.75	0.003	0.1	5.0	10.0	Region_4	3063	601	601	0	0.19621286320600717	0.19621286320600717	0.0
520	60.0	0.75	10.0	0.8	5.0	0.75	0.003	0.1	5.0	10.0	Region_2	2825	1906	1906	0	0.6746902654867256	0.6746902654867256	0.0
520	60.0	0.75	10.0	0.8	5.0	0.75	0.003	0.1	5.0	10.0	Region_3	2902	1966	1966	0	0.6774638180565128	0.6774638180565128	0.0
520	60.0	0.75	10.0	0.8	5.0	0.75	0.003	0.1	5.0	10.0	Region_4	3063	2143	2143	0	0.6996408749591904	0.6996408749591904	0.0
523	120.0	0.25	15.0	0.8	5.0	0.75	0.003	0.1	5.0	10.0	Region_0	387	5	0	5	0.012919896640826873	0.0	0.012919896640826873
523	120.0	0.25	15.0	0.8	5.0	0.75	0.003	0.1	5.0	10.0	Region_1	823	14	8	6	0.01701093560145808	0.009720534629404616	0.007290400972053463
523	120.0	0.25	15.0	0.8	5.0	0.75	0.003	0.1	5.0	10.0	Region_2	2825	419	413	6	0.14831858407079646	0.14619469026548673	0.0021238938053097347
523	120.0	0.25	15.0	0.8	5.0	0.75	0.003	0.1	5.0	10.0	Region_3	2902	495	491	4	0.17057201929703653	0.1691936595451413	0.0013783597518952446
523	120.0	0.25	15.0	0.8	5.0	0.75	0.003	0.1	5.0	10.0	Region_4	3063	549	545	4	0.1792360430950049	0.17793013385569703	0.001305909239307868
524	60.0	0.5	15.0	0.8	5.0	0.75	0.003	0.1	5.0	10.0	Region_0	387	11	3	8	0.028423772609819122	0.007751937984496124	0.020671834625323
524	60.0	0.5	15.0	0.8	5.0	0.75	0.003	0.1	5.0	10.0	Region_1	823	205	203	2	0.24908869987849333	0.24665856622114216	0.002430133657351154
524	60.0	0.5	15.0	0.8	5.0	0.75	0.003	0.1	5.0	10.0	Region_2	2825	1209	1209	0	0.4279646017699115	0.4279646017699115	0.0
524	60.0	0.5	15.0	0.8	5.0	0.75	0.003	0.1	5.0	10.0	Region_3	2902	1258	1258	0	0.43349414197105446	0.43349414197105446	0.0
524	60.0	0.5	15.0	0.8	5.0	0.75	0.003	0.1	5.0	10.0	Region_4	3063	1354	1353	1	0.44205027750571335	0.44172380019588636	3.26477309826967E-4
525	120.0	0.5	15.0	0.8	5.0	0.75	0.003	0.1	5.0	10.0	Region_0	387	9	1	8	0.023255813953488372	0.002583979328165375	0.020671834625323
525	120.0	0.5	15.0	0.8	5.0	0.75	0.003	0.1	5.0	10.0	Region_1	823	176	170	6	0.21385176184690158	0.2065613608748481	0.007290400972053463
525	120.0	0.5	15.0	0.8	5.0	0.75	0.003	0.1	5.0	10.0	Region_2	2825	1166	1165	1	0.4127433628318584	0.41238938053097346	3.5398230088495576E-4
525	120.0	0.5	15.0	0.8	5.0	0.75	0.003	0.1	5.0	10.0	Region_3	2902	1210	1209	1	0.4169538249483115	0.4166092350103377	3.4458993797381116E-4
525	120.0	0.5	15.0	0.8	5.0	0.75	0.003	0.1	5.0	10.0	Region_4	3063	1319	1318	1	0.4306235716617695	0.4302970943519425	3.26477309826967E-4
526	60.0	0.75	15.0	0.8	5.0	0.75	0.003	0.1	5.0	10.0	Region_0	387	91	86	5	0.2351421188630491	0.2222222222222222	0.012919896640826873
526	60.0	0.75	15.0	0.8	5.0	0.75	0.003	0.1	5.0	10.0	Region_1	823	431	429	2	0.5236938031591738	0.5212636695018226	0.002430133657351154
527	120.0	0.75	15.0	0.8	5.0	0.75	0.003	0.1	5.0	10.0	Region_0	387	71	65	6	0.1834625322997416	0.16795865633074936	0.015503875968992248
527	120.0	0.75	15.0	0.8	5.0	0.75	0.003	0.1	5.0	10.0	Region_1	823	387	380	7	0.47023086269744835	0.4617253948967193	0.00850546780072904
526	60.0	0.75	15.0	0.8	5.0	0.75	0.003	0.1	5.0	10.0	Region_2	2825	1900	1900	0	0.672566371681416	0.672566371681416	0.0
527	120.0	0.75	15.0	0.8	5.0	0.75	0.003	0.1	5.0	10.0	Region_2	2825	1858	1858	0	0.6576991150442478	0.6576991150442478	0.0
526	60.0	0.75	15.0	0.8	5.0	0.75	0.003	0.1	5.0	10.0	Region_3	2902	1965	1965	0	0.677119228118539	0.677119228118539	0.0
527	120.0	0.75	15.0	0.8	5.0	0.75	0.003	0.1	5.0	10.0	Region_3	2902	1919	1919	0	0.6612680909717437	0.6612680909717437	0.0
526	60.0	0.75	15.0	0.8	5.0	0.75	0.003	0.1	5.0	10.0	Region_4	3063	2140	2140	0	0.6986614430297095	0.6986614430297095	0.0
527	120.0	0.75	15.0	0.8	5.0	0.75	0.003	0.1	5.0	10.0	Region_4	3063	2103	2103	0	0.6865817825661117	0.6865817825661117	0.0
528	60.0	0.25	10.0	0.5	0.3	0.5	0.005	0.1	5.0	10.0	Region_0	387	33	1	32	0.08527131782945736	0.002583979328165375	0.082687338501292
528	60.0	0.25	10.0	0.5	0.3	0.5	0.005	0.1	5.0	10.0	Region_1	823	62	38	24	0.07533414337788578	0.046172539489671933	0.02916160388821385
528	60.0	0.25	10.0	0.5	0.3	0.5	0.005	0.1	5.0	10.0	Region_2	2825	540	496	44	0.1911504424778761	0.17557522123893804	0.015575221238938054
528	60.0	0.25	10.0	0.5	0.3	0.5	0.005	0.1	5.0	10.0	Region_3	2902	611	567	44	0.21054445210199862	0.19538249483115094	0.015161957270847692
529	120.0	0.25	10.0	0.5	0.3	0.5	0.005	0.1	5.0	10.0	Region_0	387	31	0	31	0.08010335917312661	0.0	0.08010335917312661
529	120.0	0.25	10.0	0.5	0.3	0.5	0.005	0.1	5.0	10.0	Region_1	823	67	18	49	0.08140947752126367	0.02187120291616039	0.05953827460510328
528	60.0	0.25	10.0	0.5	0.3	0.5	0.005	0.1	5.0	10.0	Region_4	3063	678	631	47	0.22135161606268364	0.2060071825008162	0.01534443356186745
529	120.0	0.25	10.0	0.5	0.3	0.5	0.005	0.1	5.0	10.0	Region_2	2825	502	420	82	0.1776991150442478	0.1486725663716814	0.029026548672566373
529	120.0	0.25	10.0	0.5	0.3	0.5	0.005	0.1	5.0	10.0	Region_3	2902	572	480	92	0.19710544452102	0.16540317022742937	0.03170227429359063
529	120.0	0.25	10.0	0.5	0.3	0.5	0.005	0.1	5.0	10.0	Region_4	3063	648	556	92	0.21155729676787463	0.18152138426379366	0.030035912504080966
530	60.0	0.5	10.0	0.5	0.3	0.5	0.005	0.1	5.0	10.0	Region_0	387	52	17	35	0.1343669250645995	0.04392764857881137	0.09043927648578812
530	60.0	0.5	10.0	0.5	0.3	0.5	0.005	0.1	5.0	10.0	Region_1	823	282	239	43	0.34264884568651277	0.29040097205346294	0.05224787363304982
530	60.0	0.5	10.0	0.5	0.3	0.5	0.005	0.1	5.0	10.0	Region_2	2825	1304	1251	53	0.4615929203539823	0.44283185840707967	0.018761061946902656
530	60.0	0.5	10.0	0.5	0.3	0.5	0.005	0.1	5.0	10.0	Region_3	2902	1332	1282	50	0.45899379738111645	0.44176430048242593	0.01722949689869056
530	60.0	0.5	10.0	0.5	0.3	0.5	0.005	0.1	5.0	10.0	Region_4	3063	1430	1378	52	0.46686255305256286	0.44988573294156053	0.016976820111002284
531	120.0	0.5	10.0	0.5	0.3	0.5	0.005	0.1	5.0	10.0	Region_0	387	40	5	35	0.10335917312661498	0.012919896640826873	0.09043927648578812
531	120.0	0.5	10.0	0.5	0.3	0.5	0.005	0.1	5.0	10.0	Region_1	823	256	170	86	0.3110571081409477	0.2065613608748481	0.10449574726609964
531	120.0	0.5	10.0	0.5	0.3	0.5	0.005	0.1	5.0	10.0	Region_2	2825	1251	1165	86	0.44283185840707967	0.41238938053097346	0.030442477876106194
531	120.0	0.5	10.0	0.5	0.3	0.5	0.005	0.1	5.0	10.0	Region_3	2902	1304	1203	101	0.44934527911784977	0.41454169538249486	0.03480358373535493
534	60.0	0.25	15.0	0.5	0.3	0.5	0.005	0.1	5.0	10.0	Region_0	387	19	2	17	0.04909560723514212	0.00516795865633075	0.04392764857881137
531	120.0	0.5	10.0	0.5	0.3	0.5	0.005	0.1	5.0	10.0	Region_4	3063	1407	1306	101	0.4593535749265426	0.42637936663401893	0.03297420829252367
534	60.0	0.25	15.0	0.5	0.3	0.5	0.005	0.1	5.0	10.0	Region_1	823	80	48	32	0.09720534629404617	0.0583232077764277	0.038882138517618466
532	60.0	0.75	10.0	0.5	0.3	0.5	0.005	0.1	5.0	10.0	Region_0	387	152	118	34	0.39276485788113696	0.3049095607235142	0.08785529715762273
534	60.0	0.25	15.0	0.5	0.3	0.5	0.005	0.1	5.0	10.0	Region_2	2825	540	500	40	0.1911504424778761	0.17699115044247787	0.01415929203539823
532	60.0	0.75	10.0	0.5	0.3	0.5	0.005	0.1	5.0	10.0	Region_1	823	503	454	49	0.6111786148238153	0.551640340218712	0.05953827460510328
534	60.0	0.25	15.0	0.5	0.3	0.5	0.005	0.1	5.0	10.0	Region_3	2902	621	578	43	0.21399035148173673	0.19917298414886286	0.014817367332873881
532	60.0	0.75	10.0	0.5	0.3	0.5	0.005	0.1	5.0	10.0	Region_2	2825	1995	1940	55	0.7061946902654868	0.6867256637168142	0.019469026548672566
534	60.0	0.25	15.0	0.5	0.3	0.5	0.005	0.1	5.0	10.0	Region_4	3063	661	628	33	0.2158015017956252	0.2050277505713353	0.010773751224289911
532	60.0	0.75	10.0	0.5	0.3	0.5	0.005	0.1	5.0	10.0	Region_3	2902	2048	1988	60	0.7057201929703653	0.6850447966919366	0.02067539627842867
532	60.0	0.75	10.0	0.5	0.3	0.5	0.005	0.1	5.0	10.0	Region_4	3063	2221	2169	52	0.7251061051256937	0.7081292850146915	0.016976820111002284
535	120.0	0.25	15.0	0.5	0.3	0.5	0.005	0.1	5.0	10.0	Region_0	387	28	0	28	0.07235142118863049	0.0	0.07235142118863049
535	120.0	0.25	15.0	0.5	0.3	0.5	0.005	0.1	5.0	10.0	Region_1	823	74	26	48	0.0899149453219927	0.031591737545565005	0.0583232077764277
535	120.0	0.25	15.0	0.5	0.3	0.5	0.005	0.1	5.0	10.0	Region_2	2825	521	424	97	0.18442477876106195	0.15008849557522125	0.034336283185840706
535	120.0	0.25	15.0	0.5	0.3	0.5	0.005	0.1	5.0	10.0	Region_3	2902	581	494	87	0.20020675396278428	0.1702274293590627	0.02997932460372157
533	120.0	0.75	10.0	0.5	0.3	0.5	0.005	0.1	5.0	10.0	Region_0	387	127	67	60	0.3281653746770026	0.1731266149870801	0.15503875968992248
533	120.0	0.75	10.0	0.5	0.3	0.5	0.005	0.1	5.0	10.0	Region_1	823	469	376	93	0.5698663426488457	0.456865127582017	0.11300121506682867
535	120.0	0.25	15.0	0.5	0.3	0.5	0.005	0.1	5.0	10.0	Region_4	3063	650	558	92	0.21221025138752855	0.1821743388834476	0.030035912504080966
533	120.0	0.75	10.0	0.5	0.3	0.5	0.005	0.1	5.0	10.0	Region_2	2825	1978	1861	117	0.7001769911504425	0.6587610619469026	0.04141592920353982
533	120.0	0.75	10.0	0.5	0.3	0.5	0.005	0.1	5.0	10.0	Region_3	2902	2041	1935	106	0.7033080634045485	0.6667815299793246	0.03652653342522398
533	120.0	0.75	10.0	0.5	0.3	0.5	0.005	0.1	5.0	10.0	Region_4	3063	2193	2089	104	0.7159647404505387	0.6820111002285341	0.03395364022200457
536	60.0	0.5	15.0	0.5	0.3	0.5	0.005	0.1	5.0	10.0	Region_0	387	52	13	39	0.1343669250645995	0.03359173126614987	0.10077519379844961
536	60.0	0.5	15.0	0.5	0.3	0.5	0.005	0.1	5.0	10.0	Region_1	823	268	235	33	0.32563791008505466	0.28554070473876064	0.040097205346294046
536	60.0	0.5	15.0	0.5	0.3	0.5	0.005	0.1	5.0	10.0	Region_2	2825	1285	1237	48	0.45486725663716815	0.43787610619469025	0.016991150442477877
536	60.0	0.5	15.0	0.5	0.3	0.5	0.005	0.1	5.0	10.0	Region_3	2902	1341	1289	52	0.4620951068228808	0.4441764300482426	0.01791867677463818
536	60.0	0.5	15.0	0.5	0.3	0.5	0.005	0.1	5.0	10.0	Region_4	3063	1433	1382	51	0.46784198498204377	0.45119164218086844	0.01665034280117532
537	120.0	0.5	15.0	0.5	0.3	0.5	0.005	0.1	5.0	10.0	Region_0	387	38	4	34	0.09819121447028424	0.0103359173126615	0.08785529715762273
537	120.0	0.5	15.0	0.5	0.3	0.5	0.005	0.1	5.0	10.0	Region_1	823	255	168	87	0.30984204131227217	0.20413122721749696	0.10571081409477522
537	120.0	0.5	15.0	0.5	0.3	0.5	0.005	0.1	5.0	10.0	Region_2	2825	1274	1178	96	0.4509734513274336	0.41699115044247786	0.033982300884955755
537	120.0	0.5	15.0	0.5	0.3	0.5	0.005	0.1	5.0	10.0	Region_3	2902	1315	1212	103	0.4531357684355617	0.41764300482425915	0.03549276361130255
537	120.0	0.5	15.0	0.5	0.3	0.5	0.005	0.1	5.0	10.0	Region_4	3063	1403	1304	99	0.45804766568723476	0.425726412014365	0.03232125367286973
540	60.0	0.25	10.0	0.8	0.3	0.5	0.005	0.1	5.0	10.0	Region_0	387	9	0	9	0.023255813953488372	0.0	0.023255813953488372
540	60.0	0.25	10.0	0.8	0.3	0.5	0.005	0.1	5.0	10.0	Region_1	823	30	8	22	0.03645200486026731	0.009720534629404616	0.026731470230862697
540	60.0	0.25	10.0	0.8	0.3	0.5	0.005	0.1	5.0	10.0	Region_2	2825	467	426	41	0.16530973451327433	0.15079646017699114	0.014513274336283187
540	60.0	0.25	10.0	0.8	0.3	0.5	0.005	0.1	5.0	10.0	Region_3	2902	548	508	40	0.18883528600964852	0.17505168849069608	0.013783597518952447
541	120.0	0.25	10.0	0.8	0.3	0.5	0.005	0.1	5.0	10.0	Region_0	387	10	0	10	0.025839793281653745	0.0	0.025839793281653745
541	120.0	0.25	10.0	0.8	0.3	0.5	0.005	0.1	5.0	10.0	Region_1	823	31	6	25	0.03766707168894289	0.007290400972053463	0.030376670716889428
539	120.0	0.75	15.0	0.5	0.3	0.5	0.005	0.1	5.0	10.0	Region_0	387	138	78	60	0.35658914728682173	0.20155038759689922	0.15503875968992248
539	120.0	0.75	15.0	0.5	0.3	0.5	0.005	0.1	5.0	10.0	Region_1	823	472	382	90	0.5735115431348724	0.4641555285540705	0.10935601458080195
541	120.0	0.25	10.0	0.8	0.3	0.5	0.005	0.1	5.0	10.0	Region_2	2825	454	364	90	0.16070796460176992	0.1288495575221239	0.03185840707964602
540	60.0	0.25	10.0	0.8	0.3	0.5	0.005	0.1	5.0	10.0	Region_4	3063	614	565	49	0.20045706823375775	0.18445968005223637	0.015997388181521383
539	120.0	0.75	15.0	0.5	0.3	0.5	0.005	0.1	5.0	10.0	Region_2	2825	1968	1863	105	0.6966371681415929	0.6594690265486726	0.03716814159292035
541	120.0	0.25	10.0	0.8	0.3	0.5	0.005	0.1	5.0	10.0	Region_3	2902	517	430	87	0.17815299793246037	0.1481736733287388	0.02997932460372157
539	120.0	0.75	15.0	0.5	0.3	0.5	0.005	0.1	5.0	10.0	Region_3	2902	2018	1917	101	0.6953824948311509	0.660578911095796	0.03480358373535493
541	120.0	0.25	10.0	0.8	0.3	0.5	0.005	0.1	5.0	10.0	Region_4	3063	596	495	101	0.19458047665687234	0.1616062683643487	0.03297420829252367
539	120.0	0.75	15.0	0.5	0.3	0.5	0.005	0.1	5.0	10.0	Region_4	3063	2203	2096	107	0.7192295135488084	0.6842964413973229	0.03493307215148547
538	60.0	0.75	15.0	0.5	0.3	0.5	0.005	0.1	5.0	10.0	Region_0	387	168	131	37	0.43410852713178294	0.3385012919896641	0.09560723514211886
538	60.0	0.75	15.0	0.5	0.3	0.5	0.005	0.1	5.0	10.0	Region_1	823	489	451	38	0.5941676792223572	0.5479951397326853	0.046172539489671933
538	60.0	0.75	15.0	0.5	0.3	0.5	0.005	0.1	5.0	10.0	Region_2	2825	1988	1931	57	0.703716814159292	0.6835398230088495	0.020176991150442476
538	60.0	0.75	15.0	0.5	0.3	0.5	0.005	0.1	5.0	10.0	Region_3	2902	2043	1995	48	0.7039972432804962	0.6874569262577532	0.016540317022742935
538	60.0	0.75	15.0	0.5	0.3	0.5	0.005	0.1	5.0	10.0	Region_4	3063	2221	2166	55	0.7251061051256937	0.7071498530852106	0.017956252040483185
542	60.0	0.5	10.0	0.8	0.3	0.5	0.005	0.1	5.0	10.0	Region_0	387	17	0	17	0.04392764857881137	0.0	0.04392764857881137
542	60.0	0.5	10.0	0.8	0.3	0.5	0.005	0.1	5.0	10.0	Region_1	823	215	178	37	0.26123936816524906	0.21628189550425272	0.04495747266099635
542	60.0	0.5	10.0	0.8	0.3	0.5	0.005	0.1	5.0	10.0	Region_2	2825	1239	1184	55	0.43858407079646017	0.4191150442477876	0.019469026548672566
542	60.0	0.5	10.0	0.8	0.3	0.5	0.005	0.1	5.0	10.0	Region_3	2902	1287	1233	54	0.44348725017229496	0.42487939352170917	0.018607856650585803
542	60.0	0.5	10.0	0.8	0.3	0.5	0.005	0.1	5.0	10.0	Region_4	3063	1376	1314	62	0.4492327783219066	0.4289911851126347	0.020241593209271956
544	60.0	0.75	10.0	0.8	0.3	0.5	0.005	0.1	5.0	10.0	Region_0	387	112	79	33	0.28940568475452194	0.2041343669250646	0.08527131782945736
544	60.0	0.75	10.0	0.8	0.3	0.5	0.005	0.1	5.0	10.0	Region_1	823	432	390	42	0.5249088699878494	0.4738760631834751	0.05103280680437424
544	60.0	0.75	10.0	0.8	0.3	0.5	0.005	0.1	5.0	10.0	Region_2	2825	1915	1869	46	0.6778761061946903	0.6615929203539823	0.016283185840707964
544	60.0	0.75	10.0	0.8	0.3	0.5	0.005	0.1	5.0	10.0	Region_3	2902	1994	1938	56	0.6871123363197794	0.667815299793246	0.019297036526533425
544	60.0	0.75	10.0	0.8	0.3	0.5	0.005	0.1	5.0	10.0	Region_4	3063	2161	2101	60	0.7055174665360757	0.6859288279464577	0.019588638589618023
543	120.0	0.5	10.0	0.8	0.3	0.5	0.005	0.1	5.0	10.0	Region_0	387	14	0	14	0.03617571059431524	0.0	0.03617571059431524
543	120.0	0.5	10.0	0.8	0.3	0.5	0.005	0.1	5.0	10.0	Region_1	823	186	130	56	0.22600243013365734	0.15795868772782504	0.06804374240583232
543	120.0	0.5	10.0	0.8	0.3	0.5	0.005	0.1	5.0	10.0	Region_2	2825	1218	1109	109	0.4311504424778761	0.39256637168141595	0.038584070796460174
543	120.0	0.5	10.0	0.8	0.3	0.5	0.005	0.1	5.0	10.0	Region_3	2902	1254	1146	108	0.4321157822191592	0.39490006891798757	0.037215713301171606
543	120.0	0.5	10.0	0.8	0.3	0.5	0.005	0.1	5.0	10.0	Region_4	3063	1352	1257	95	0.44139732288605943	0.4103819784524976	0.031015344433561867
545	120.0	0.75	10.0	0.8	0.3	0.5	0.005	0.1	5.0	10.0	Region_0	387	98	49	49	0.2532299741602067	0.12661498708010335	0.12661498708010335
545	120.0	0.75	10.0	0.8	0.3	0.5	0.005	0.1	5.0	10.0	Region_1	823	417	329	88	0.5066828675577156	0.3997569866342649	0.10692588092345079
545	120.0	0.75	10.0	0.8	0.3	0.5	0.005	0.1	5.0	10.0	Region_2	2825	1902	1793	109	0.6732743362831859	0.6346902654867257	0.038584070796460174
547	120.0	0.25	15.0	0.8	0.3	0.5	0.005	0.1	5.0	10.0	Region_0	387	14	0	14	0.03617571059431524	0.0	0.03617571059431524
545	120.0	0.75	10.0	0.8	0.3	0.5	0.005	0.1	5.0	10.0	Region_3	2902	1973	1865	108	0.6798759476223294	0.6426602343211578	0.037215713301171606
547	120.0	0.25	15.0	0.8	0.3	0.5	0.005	0.1	5.0	10.0	Region_1	823	23	8	15	0.027946537059538274	0.009720534629404616	0.018226002430133656
545	120.0	0.75	10.0	0.8	0.3	0.5	0.005	0.1	5.0	10.0	Region_4	3063	2148	2049	99	0.7012732615083251	0.6689520078354554	0.03232125367286973
547	120.0	0.25	15.0	0.8	0.3	0.5	0.005	0.1	5.0	10.0	Region_2	2825	453	359	94	0.16035398230088496	0.1270796460176991	0.03327433628318584
547	120.0	0.25	15.0	0.8	0.3	0.5	0.005	0.1	5.0	10.0	Region_3	2902	522	435	87	0.17987594762232942	0.14989662301860784	0.02997932460372157
547	120.0	0.25	15.0	0.8	0.3	0.5	0.005	0.1	5.0	10.0	Region_4	3063	599	503	96	0.19555990858635325	0.1642180868429644	0.031341821743388835
548	60.0	0.5	15.0	0.8	0.3	0.5	0.005	0.1	5.0	10.0	Region_0	387	24	2	22	0.06201550387596899	0.00516795865633075	0.056847545219638244
548	60.0	0.5	15.0	0.8	0.3	0.5	0.005	0.1	5.0	10.0	Region_1	823	218	185	33	0.2648845686512758	0.22478736330498178	0.040097205346294046
548	60.0	0.5	15.0	0.8	0.3	0.5	0.005	0.1	5.0	10.0	Region_2	2825	1229	1179	50	0.43504424778761064	0.4173451327433628	0.017699115044247787
548	60.0	0.5	15.0	0.8	0.3	0.5	0.005	0.1	5.0	10.0	Region_3	2902	1268	1220	48	0.43694004135079256	0.4203997243280496	0.016540317022742935
548	60.0	0.5	15.0	0.8	0.3	0.5	0.005	0.1	5.0	10.0	Region_4	3063	1381	1328	53	0.45086516487104145	0.4335618674502122	0.017303297420829252
549	120.0	0.5	15.0	0.8	0.3	0.5	0.005	0.1	5.0	10.0	Region_0	387	11	0	11	0.028423772609819122	0.0	0.028423772609819122
549	120.0	0.5	15.0	0.8	0.3	0.5	0.005	0.1	5.0	10.0	Region_1	823	206	134	72	0.2503037667071689	0.16281895504252733	0.08748481166464156
549	120.0	0.5	15.0	0.8	0.3	0.5	0.005	0.1	5.0	10.0	Region_2	2825	1220	1113	107	0.431858407079646	0.3939823008849557	0.037876106194690264
549	120.0	0.5	15.0	0.8	0.3	0.5	0.005	0.1	5.0	10.0	Region_3	2902	1253	1152	101	0.4317711922811854	0.39696760854583046	0.03480358373535493
549	120.0	0.5	15.0	0.8	0.3	0.5	0.005	0.1	5.0	10.0	Region_4	3063	1355	1261	94	0.44237675481554034	0.4116878876918054	0.0306888671237349
546	60.0	0.25	15.0	0.8	0.3	0.5	0.005	0.1	5.0	10.0	Region_0	387	13	0	13	0.03359173126614987	0.0	0.03359173126614987
546	60.0	0.25	15.0	0.8	0.3	0.5	0.005	0.1	5.0	10.0	Region_1	823	22	8	14	0.026731470230862697	0.009720534629404616	0.01701093560145808
546	60.0	0.25	15.0	0.8	0.3	0.5	0.005	0.1	5.0	10.0	Region_2	2825	473	432	41	0.16743362831858408	0.1529203539823009	0.014513274336283187
551	120.0	0.75	15.0	0.8	0.3	0.5	0.005	0.1	5.0	10.0	Region_0	387	100	46	54	0.25839793281653745	0.11886304909560723	0.13953488372093023
546	60.0	0.25	15.0	0.8	0.3	0.5	0.005	0.1	5.0	10.0	Region_3	2902	535	494	41	0.18435561681598897	0.1702274293590627	0.014128187456926258
551	120.0	0.75	15.0	0.8	0.3	0.5	0.005	0.1	5.0	10.0	Region_1	823	420	332	88	0.5103280680437424	0.40340218712029163	0.10692588092345079
551	120.0	0.75	15.0	0.8	0.3	0.5	0.005	0.1	5.0	10.0	Region_2	2825	1908	1796	112	0.6753982300884955	0.6357522123893805	0.03964601769911504
551	120.0	0.75	15.0	0.8	0.3	0.5	0.005	0.1	5.0	10.0	Region_3	2902	1956	1852	104	0.6740179186767746	0.6381805651274983	0.03583735354927636
546	60.0	0.25	15.0	0.8	0.3	0.5	0.005	0.1	5.0	10.0	Region_4	3063	611	571	40	0.19947763630427684	0.18641854391119816	0.01305909239307868
