scenario	maximum_symptom_onset_time	susceptible_population_proportion	antiviral_coverage_time	antiviral_success_rate	hospital_success_without_antiviral	hospital_success_with_antiviral	hospital_beds_per_person	antiviral_doses_per_person	hospital_stay_duration_min	hospital_stay_duration_max
641	120.0	0.75	10.0	0.8	0.3	0.5	0.003	0.2	5.0	10.0
646	60.0	0.75	15.0	0.8	0.3	0.5	0.003	0.2	5.0	10.0
649	120.0	0.25	10.0	0.5	5.0	0.75	0.003	0.2	5.0	10.0
648	60.0	0.25	10.0	0.5	5.0	0.75	0.003	0.2	5.0	10.0
647	120.0	0.75	15.0	0.8	0.3	0.5	0.003	0.2	5.0	10.0
650	60.0	0.5	10.0	0.5	5.0	0.75	0.003	0.2	5.0	10.0
651	120.0	0.5	10.0	0.5	5.0	0.75	0.003	0.2	5.0	10.0
654	60.0	0.25	15.0	0.5	5.0	0.75	0.003	0.2	5.0	10.0
653	120.0	0.75	10.0	0.5	5.0	0.75	0.003	0.2	5.0	10.0
652	60.0	0.75	10.0	0.5	5.0	0.75	0.003	0.2	5.0	10.0
655	120.0	0.25	15.0	0.5	5.0	0.75	0.003	0.2	5.0	10.0
656	60.0	0.5	15.0	0.5	5.0	0.75	0.003	0.2	5.0	10.0
657	120.0	0.5	15.0	0.5	5.0	0.75	0.003	0.2	5.0	10.0
658	60.0	0.75	15.0	0.5	5.0	0.75	0.003	0.2	5.0	10.0
659	120.0	0.75	15.0	0.5	5.0	0.75	0.003	0.2	5.0	10.0
661	120.0	0.25	10.0	0.8	5.0	0.75	0.003	0.2	5.0	10.0
660	60.0	0.25	10.0	0.8	5.0	0.75	0.003	0.2	5.0	10.0
662	60.0	0.5	10.0	0.8	5.0	0.75	0.003	0.2	5.0	10.0
663	120.0	0.5	10.0	0.8	5.0	0.75	0.003	0.2	5.0	10.0
666	60.0	0.25	15.0	0.8	5.0	0.75	0.003	0.2	5.0	10.0
664	60.0	0.75	10.0	0.8	5.0	0.75	0.003	0.2	5.0	10.0
665	120.0	0.75	10.0	0.8	5.0	0.75	0.003	0.2	5.0	10.0
667	120.0	0.25	15.0	0.8	5.0	0.75	0.003	0.2	5.0	10.0
668	60.0	0.5	15.0	0.8	5.0	0.75	0.003	0.2	5.0	10.0
669	120.0	0.5	15.0	0.8	5.0	0.75	0.003	0.2	5.0	10.0
671	120.0	0.75	15.0	0.8	5.0	0.75	0.003	0.2	5.0	10.0
672	60.0	0.25	10.0	0.5	0.3	0.5	0.005	0.2	5.0	10.0
670	60.0	0.75	15.0	0.8	5.0	0.75	0.003	0.2	5.0	10.0
673	120.0	0.25	10.0	0.5	0.3	0.5	0.005	0.2	5.0	10.0
674	60.0	0.5	10.0	0.5	0.3	0.5	0.005	0.2	5.0	10.0
675	120.0	0.5	10.0	0.5	0.3	0.5	0.005	0.2	5.0	10.0
676	60.0	0.75	10.0	0.5	0.3	0.5	0.005	0.2	5.0	10.0
678	60.0	0.25	15.0	0.5	0.3	0.5	0.005	0.2	5.0	10.0
677	120.0	0.75	10.0	0.5	0.3	0.5	0.005	0.2	5.0	10.0
679	120.0	0.25	15.0	0.5	0.3	0.5	0.005	0.2	5.0	10.0
680	60.0	0.5	15.0	0.5	0.3	0.5	0.005	0.2	5.0	10.0
681	120.0	0.5	15.0	0.5	0.3	0.5	0.005	0.2	5.0	10.0
682	60.0	0.75	15.0	0.5	0.3	0.5	0.005	0.2	5.0	10.0
684	60.0	0.25	10.0	0.8	0.3	0.5	0.005	0.2	5.0	10.0
685	120.0	0.25	10.0	0.8	0.3	0.5	0.005	0.2	5.0	10.0
683	120.0	0.75	15.0	0.5	0.3	0.5	0.005	0.2	5.0	10.0
686	60.0	0.5	10.0	0.8	0.3	0.5	0.005	0.2	5.0	10.0
687	120.0	0.5	10.0	0.8	0.3	0.5	0.005	0.2	5.0	10.0
689	120.0	0.75	10.0	0.8	0.3	0.5	0.005	0.2	5.0	10.0
690	60.0	0.25	15.0	0.8	0.3	0.5	0.005	0.2	5.0	10.0
688	60.0	0.75	10.0	0.8	0.3	0.5	0.005	0.2	5.0	10.0
691	120.0	0.25	15.0	0.8	0.3	0.5	0.005	0.2	5.0	10.0
692	60.0	0.5	15.0	0.8	0.3	0.5	0.005	0.2	5.0	10.0
693	120.0	0.5	15.0	0.8	0.3	0.5	0.005	0.2	5.0	10.0
696	60.0	0.25	10.0	0.5	5.0	0.75	0.005	0.2	5.0	10.0
694	60.0	0.75	15.0	0.8	0.3	0.5	0.005	0.2	5.0	10.0
695	120.0	0.75	15.0	0.8	0.3	0.5	0.005	0.2	5.0	10.0
697	120.0	0.25	10.0	0.5	5.0	0.75	0.005	0.2	5.0	10.0
698	60.0	0.5	10.0	0.5	5.0	0.75	0.005	0.2	5.0	10.0
699	120.0	0.5	10.0	0.5	5.0	0.75	0.005	0.2	5.0	10.0
702	60.0	0.25	15.0	0.5	5.0	0.75	0.005	0.2	5.0	10.0
703	120.0	0.25	15.0	0.5	5.0	0.75	0.005	0.2	5.0	10.0
701	120.0	0.75	10.0	0.5	5.0	0.75	0.005	0.2	5.0	10.0
700	60.0	0.75	10.0	0.5	5.0	0.75	0.005	0.2	5.0	10.0
704	60.0	0.5	15.0	0.5	5.0	0.75	0.005	0.2	5.0	10.0
705	120.0	0.5	15.0	0.5	5.0	0.75	0.005	0.2	5.0	10.0
706	60.0	0.75	15.0	0.5	5.0	0.75	0.005	0.2	5.0	10.0
707	120.0	0.75	15.0	0.5	5.0	0.75	0.005	0.2	5.0	10.0
708	60.0	0.25	10.0	0.8	5.0	0.75	0.005	0.2	5.0	10.0
709	120.0	0.25	10.0	0.8	5.0	0.75	0.005	0.2	5.0	10.0
711	120.0	0.5	10.0	0.8	5.0	0.75	0.005	0.2	5.0	10.0
710	60.0	0.5	10.0	0.8	5.0	0.75	0.005	0.2	5.0	10.0
712	60.0	0.75	10.0	0.8	5.0	0.75	0.005	0.2	5.0	10.0
714	60.0	0.25	15.0	0.8	5.0	0.75	0.005	0.2	5.0	10.0
713	120.0	0.75	10.0	0.8	5.0	0.75	0.005	0.2	5.0	10.0
715	120.0	0.25	15.0	0.8	5.0	0.75	0.005	0.2	5.0	10.0
716	60.0	0.5	15.0	0.8	5.0	0.75	0.005	0.2	5.0	10.0
717	120.0	0.5	15.0	0.8	5.0	0.75	0.005	0.2	5.0	10.0
718	60.0	0.75	15.0	0.8	5.0	0.75	0.005	0.2	5.0	10.0
720	60.0	0.25	10.0	0.5	0.3	0.5	0.001	0.5	5.0	10.0
719	120.0	0.75	15.0	0.8	5.0	0.75	0.005	0.2	5.0	10.0
721	120.0	0.25	10.0	0.5	0.3	0.5	0.001	0.5	5.0	10.0
722	60.0	0.5	10.0	0.5	0.3	0.5	0.001	0.5	5.0	10.0
723	120.0	0.5	10.0	0.5	0.3	0.5	0.001	0.5	5.0	10.0
727	120.0	0.25	15.0	0.5	0.3	0.5	0.001	0.5	5.0	10.0
726	60.0	0.25	15.0	0.5	0.3	0.5	0.001	0.5	5.0	10.0
724	60.0	0.75	10.0	0.5	0.3	0.5	0.001	0.5	5.0	10.0
725	120.0	0.75	10.0	0.5	0.3	0.5	0.001	0.5	5.0	10.0
728	60.0	0.5	15.0	0.5	0.3	0.5	0.001	0.5	5.0	10.0
729	120.0	0.5	15.0	0.5	0.3	0.5	0.001	0.5	5.0	10.0
730	60.0	0.75	15.0	0.5	0.3	0.5	0.001	0.5	5.0	10.0
732	60.0	0.25	10.0	0.8	0.3	0.5	0.001	0.5	5.0	10.0
733	120.0	0.25	10.0	0.8	0.3	0.5	0.001	0.5	5.0	10.0
731	120.0	0.75	15.0	0.5	0.3	0.5	0.001	0.5	5.0	10.0
735	120.0	0.5	10.0	0.8	0.3	0.5	0.001	0.5	5.0	10.0
734	60.0	0.5	10.0	0.8	0.3	0.5	0.001	0.5	5.0	10.0
736	60.0	0.75	10.0	0.8	0.3	0.5	0.001	0.5	5.0	10.0
737	120.0	0.75	10.0	0.8	0.3	0.5	0.001	0.5	5.0	10.0
739	120.0	0.25	15.0	0.8	0.3	0.5	0.001	0.5	5.0	10.0
738	60.0	0.25	15.0	0.8	0.3	0.5	0.001	0.5	5.0	10.0
741	120.0	0.5	15.0	0.8	0.3	0.5	0.001	0.5	5.0	10.0
740	60.0	0.5	15.0	0.8	0.3	0.5	0.001	0.5	5.0	10.0
742	60.0	0.75	15.0	0.8	0.3	0.5	0.001	0.5	5.0	10.0
744	60.0	0.25	10.0	0.5	5.0	0.75	0.001	0.5	5.0	10.0
743	120.0	0.75	15.0	0.8	0.3	0.5	0.001	0.5	5.0	10.0
745	120.0	0.25	10.0	0.5	5.0	0.75	0.001	0.5	5.0	10.0
747	120.0	0.5	10.0	0.5	5.0	0.75	0.001	0.5	5.0	10.0
746	60.0	0.5	10.0	0.5	5.0	0.75	0.001	0.5	5.0	10.0
750	60.0	0.25	15.0	0.5	5.0	0.75	0.001	0.5	5.0	10.0
749	120.0	0.75	10.0	0.5	5.0	0.75	0.001	0.5	5.0	10.0
751	120.0	0.25	15.0	0.5	5.0	0.75	0.001	0.5	5.0	10.0
748	60.0	0.75	10.0	0.5	5.0	0.75	0.001	0.5	5.0	10.0
753	120.0	0.5	15.0	0.5	5.0	0.75	0.001	0.5	5.0	10.0
752	60.0	0.5	15.0	0.5	5.0	0.75	0.001	0.5	5.0	10.0
754	60.0	0.75	15.0	0.5	5.0	0.75	0.001	0.5	5.0	10.0
756	60.0	0.25	10.0	0.8	5.0	0.75	0.001	0.5	5.0	10.0
757	120.0	0.25	10.0	0.8	5.0	0.75	0.001	0.5	5.0	10.0
755	120.0	0.75	15.0	0.5	5.0	0.75	0.001	0.5	5.0	10.0
759	120.0	0.5	10.0	0.8	5.0	0.75	0.001	0.5	5.0	10.0
758	60.0	0.5	10.0	0.8	5.0	0.75	0.001	0.5	5.0	10.0
761	120.0	0.75	10.0	0.8	5.0	0.75	0.001	0.5	5.0	10.0
760	60.0	0.75	10.0	0.8	5.0	0.75	0.001	0.5	5.0	10.0
762	60.0	0.25	15.0	0.8	5.0	0.75	0.001	0.5	5.0	10.0
763	120.0	0.25	15.0	0.8	5.0	0.75	0.001	0.5	5.0	10.0
765	120.0	0.5	15.0	0.8	5.0	0.75	0.001	0.5	5.0	10.0
764	60.0	0.5	15.0	0.8	5.0	0.75	0.001	0.5	5.0	10.0
766	60.0	0.75	15.0	0.8	5.0	0.75	0.001	0.5	5.0	10.0
768	60.0	0.25	10.0	0.5	0.3	0.5	0.003	0.5	5.0	10.0
767	120.0	0.75	15.0	0.8	5.0	0.75	0.001	0.5	5.0	10.0
769	120.0	0.25	10.0	0.5	0.3	0.5	0.003	0.5	5.0	10.0
771	120.0	0.5	10.0	0.5	0.3	0.5	0.003	0.5	5.0	10.0
770	60.0	0.5	10.0	0.5	0.3	0.5	0.003	0.5	5.0	10.0
772	60.0	0.75	10.0	0.5	0.3	0.5	0.003	0.5	5.0	10.0
773	120.0	0.75	10.0	0.5	0.3	0.5	0.003	0.5	5.0	10.0
774	60.0	0.25	15.0	0.5	0.3	0.5	0.003	0.5	5.0	10.0
775	120.0	0.25	15.0	0.5	0.3	0.5	0.003	0.5	5.0	10.0
776	60.0	0.5	15.0	0.5	0.3	0.5	0.003	0.5	5.0	10.0
777	120.0	0.5	15.0	0.5	0.3	0.5	0.003	0.5	5.0	10.0
780	60.0	0.25	10.0	0.8	0.3	0.5	0.003	0.5	5.0	10.0
781	120.0	0.25	10.0	0.8	0.3	0.5	0.003	0.5	5.0	10.0
779	120.0	0.75	15.0	0.5	0.3	0.5	0.003	0.5	5.0	10.0
778	60.0	0.75	15.0	0.5	0.3	0.5	0.003	0.5	5.0	10.0
782	60.0	0.5	10.0	0.8	0.3	0.5	0.003	0.5	5.0	10.0
783	120.0	0.5	10.0	0.8	0.3	0.5	0.003	0.5	5.0	10.0
785	120.0	0.75	10.0	0.8	0.3	0.5	0.003	0.5	5.0	10.0
786	60.0	0.25	15.0	0.8	0.3	0.5	0.003	0.5	5.0	10.0
784	60.0	0.75	10.0	0.8	0.3	0.5	0.003	0.5	5.0	10.0
787	120.0	0.25	15.0	0.8	0.3	0.5	0.003	0.5	5.0	10.0
788	60.0	0.5	15.0	0.8	0.3	0.5	0.003	0.5	5.0	10.0
789	120.0	0.5	15.0	0.8	0.3	0.5	0.003	0.5	5.0	10.0
790	60.0	0.75	15.0	0.8	0.3	0.5	0.003	0.5	5.0	10.0
792	60.0	0.25	10.0	0.5	5.0	0.75	0.003	0.5	5.0	10.0
793	120.0	0.25	10.0	0.5	5.0	0.75	0.003	0.5	5.0	10.0
791	120.0	0.75	15.0	0.8	0.3	0.5	0.003	0.5	5.0	10.0
794	60.0	0.5	10.0	0.5	5.0	0.75	0.003	0.5	5.0	10.0
795	120.0	0.5	10.0	0.5	5.0	0.75	0.003	0.5	5.0	10.0
796	60.0	0.75	10.0	0.5	5.0	0.75	0.003	0.5	5.0	10.0
797	120.0	0.75	10.0	0.5	5.0	0.75	0.003	0.5	5.0	10.0
798	60.0	0.25	15.0	0.5	5.0	0.75	0.003	0.5	5.0	10.0
799	120.0	0.25	15.0	0.5	5.0	0.75	0.003	0.5	5.0	10.0
800	60.0	0.5	15.0	0.5	5.0	0.75	0.003	0.5	5.0	10.0
801	120.0	0.5	15.0	0.5	5.0	0.75	0.003	0.5	5.0	10.0
804	60.0	0.25	10.0	0.8	5.0	0.75	0.003	0.5	5.0	10.0
802	60.0	0.75	15.0	0.5	5.0	0.75	0.003	0.5	5.0	10.0
803	120.0	0.75	15.0	0.5	5.0	0.75	0.003	0.5	5.0	10.0
805	120.0	0.25	10.0	0.8	5.0	0.75	0.003	0.5	5.0	10.0
806	60.0	0.5	10.0	0.8	5.0	0.75	0.003	0.5	5.0	10.0
807	120.0	0.5	10.0	0.8	5.0	0.75	0.003	0.5	5.0	10.0
808	60.0	0.75	10.0	0.8	5.0	0.75	0.003	0.5	5.0	10.0
809	120.0	0.75	10.0	0.8	5.0	0.75	0.003	0.5	5.0	10.0
810	60.0	0.25	15.0	0.8	5.0	0.75	0.003	0.5	5.0	10.0
811	120.0	0.25	15.0	0.8	5.0	0.75	0.003	0.5	5.0	10.0
812	60.0	0.5	15.0	0.8	5.0	0.75	0.003	0.5	5.0	10.0
813	120.0	0.5	15.0	0.8	5.0	0.75	0.003	0.5	5.0	10.0
817	120.0	0.25	10.0	0.5	0.3	0.5	0.005	0.5	5.0	10.0
814	60.0	0.75	15.0	0.8	5.0	0.75	0.003	0.5	5.0	10.0
815	120.0	0.75	15.0	0.8	5.0	0.75	0.003	0.5	5.0	10.0
816	60.0	0.25	10.0	0.5	0.3	0.5	0.005	0.5	5.0	10.0
818	60.0	0.5	10.0	0.5	0.3	0.5	0.005	0.5	5.0	10.0
819	120.0	0.5	10.0	0.5	0.3	0.5	0.005	0.5	5.0	10.0
820	60.0	0.75	10.0	0.5	0.3	0.5	0.005	0.5	5.0	10.0
822	60.0	0.25	15.0	0.5	0.3	0.5	0.005	0.5	5.0	10.0
821	120.0	0.75	10.0	0.5	0.3	0.5	0.005	0.5	5.0	10.0
823	120.0	0.25	15.0	0.5	0.3	0.5	0.005	0.5	5.0	10.0
824	60.0	0.5	15.0	0.5	0.3	0.5	0.005	0.5	5.0	10.0
825	120.0	0.5	15.0	0.5	0.3	0.5	0.005	0.5	5.0	10.0
828	60.0	0.25	10.0	0.8	0.3	0.5	0.005	0.5	5.0	10.0
826	60.0	0.75	15.0	0.5	0.3	0.5	0.005	0.5	5.0	10.0
829	120.0	0.25	10.0	0.8	0.3	0.5	0.005	0.5	5.0	10.0
827	120.0	0.75	15.0	0.5	0.3	0.5	0.005	0.5	5.0	10.0
830	60.0	0.5	10.0	0.8	0.3	0.5	0.005	0.5	5.0	10.0
831	120.0	0.5	10.0	0.8	0.3	0.5	0.005	0.5	5.0	10.0
832	60.0	0.75	10.0	0.8	0.3	0.5	0.005	0.5	5.0	10.0
833	120.0	0.75	10.0	0.8	0.3	0.5	0.005	0.5	5.0	10.0
834	60.0	0.25	15.0	0.8	0.3	0.5	0.005	0.5	5.0	10.0
835	120.0	0.25	15.0	0.8	0.3	0.5	0.005	0.5	5.0	10.0
836	60.0	0.5	15.0	0.8	0.3	0.5	0.005	0.5	5.0	10.0
837	120.0	0.5	15.0	0.8	0.3	0.5	0.005	0.5	5.0	10.0
840	60.0	0.25	10.0	0.5	5.0	0.75	0.005	0.5	5.0	10.0
838	60.0	0.75	15.0	0.8	0.3	0.5	0.005	0.5	5.0	10.0
841	120.0	0.25	10.0	0.5	5.0	0.75	0.005	0.5	5.0	10.0
842	60.0	0.5	10.0	0.5	5.0	0.75	0.005	0.5	5.0	10.0
839	120.0	0.75	15.0	0.8	0.3	0.5	0.005	0.5	5.0	10.0
843	120.0	0.5	10.0	0.5	5.0	0.75	0.005	0.5	5.0	10.0
846	60.0	0.25	15.0	0.5	5.0	0.75	0.005	0.5	5.0	10.0
844	60.0	0.75	10.0	0.5	5.0	0.75	0.005	0.5	5.0	10.0
847	120.0	0.25	15.0	0.5	5.0	0.75	0.005	0.5	5.0	10.0
845	120.0	0.75	10.0	0.5	5.0	0.75	0.005	0.5	5.0	10.0
848	60.0	0.5	15.0	0.5	5.0	0.75	0.005	0.5	5.0	10.0
849	120.0	0.5	15.0	0.5	5.0	0.75	0.005	0.5	5.0	10.0
852	60.0	0.25	10.0	0.8	5.0	0.75	0.005	0.5	5.0	10.0
850	60.0	0.75	15.0	0.5	5.0	0.75	0.005	0.5	5.0	10.0
853	120.0	0.25	10.0	0.8	5.0	0.75	0.005	0.5	5.0	10.0
851	120.0	0.75	15.0	0.5	5.0	0.75	0.005	0.5	5.0	10.0
854	60.0	0.5	10.0	0.8	5.0	0.75	0.005	0.5	5.0	10.0
858	60.0	0.25	15.0	0.8	5.0	0.75	0.005	0.5	5.0	10.0
859	120.0	0.25	15.0	0.8	5.0	0.75	0.005	0.5	5.0	10.0
855	120.0	0.5	10.0	0.8	5.0	0.75	0.005	0.5	5.0	10.0
856	60.0	0.75	10.0	0.8	5.0	0.75	0.005	0.5	5.0	10.0
857	120.0	0.75	10.0	0.8	5.0	0.75	0.005	0.5	5.0	10.0
861	120.0	0.5	15.0	0.8	5.0	0.75	0.005	0.5	5.0	10.0
860	60.0	0.5	15.0	0.8	5.0	0.75	0.005	0.5	5.0	10.0
862	60.0	0.75	15.0	0.8	5.0	0.75	0.005	0.5	5.0	10.0
863	120.0	0.75	15.0	0.8	5.0	0.75	0.005	0.5	5.0	10.0
